Treatment,ColonyID,TestingDate,BeeID,Trial number,Visit01,Visit02,Visit03,Visit04,Visit05,Visit06,Visit07,Visit08,Visit09,Visit10,Visit11,Visit12,Visit13,Visit14,Visit15,Visit16,Visit17,Visit18,Visit19,Visit20,Visit21,Visit22,Visit23,Visit24,Visit25,Visit26,Visit27,Visit28,Visit29,Visit30,Visit31,Visit32,Visit33,Visit34,Visit35,Visit36,Visit37,Visit38,Visit39,Visit40,Visit41,Visit42,Visit43,Visit44,Visit45,Visit46,Visit47,Visit48,Visit49,Visit50,Visit51,Visit52,Visit53,Visit54,Visit55,Visit56,Visit57,Visit58,Visit59,Visit60,NumDistinctArms,RowRelativeNumber,TotalArms,NumSame,NumReward,NumRevisited,NumTurnsL1,NumTurnsL2,NumTurnsL3,NumTurnsR1,NumTurnsR2,NumTurnsR3,NumTurns4,NumReentries0,Total1s,Total 2s,Total 3s,Prop 1s,Prop 2s,Prop 3s,PropO4,PropOS,FirstMistake,NumSwitches,TotalL,TotalR,TotalLorR,Change direction prop,Proportion R,Prop R bias,Prop side bias,Num not reach feeder 9,Num reach feeder 9,Season,New or Used floor,EmergenceDate,AgeDays,AgeRelativeToColony
Balanced,Balanced_Colony01,2021-12-02,1Rep3,8,,R3,L1,L1,L1,O4,O4,L1,L1,L2,L1,L2,S0,L3,L1,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,28,-1.666666667
Balanced,Balanced_Colony01,2021-12-06,1Rep4,1,3,5,1,3,8,2,2,4,7,8,7,4,3,8,3,7,4,2,2,1,4,5,8,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,26,2,8,16,2,5,4,4,1,5,2,2,6,6,9,0.24,0.24,0.36,0.08,0.08,4,7,11,10,21,0.35,0.4761904762,-0.023809524,0.0238095238,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,1,10.331561,10.457448,10.827789,9.824045,11.401705,4.386689,11.41411,11.195368,10.388008,9.243803,9.802454,11.081019,8.072106,10.177764,11.31883,11.573661,8.560913,9.852754,4.385355,10.631439,8.707946,7.19014,10.38615,10.761481,11.340233,10.804938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,1,Reward,Reward,Reward,Previsited,Reward,Reward,Same,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,1,,L2,O4,L2,R3,L2,S0,L2,L3,L1,R1,R3,R1,R3,L3,O4,R3,R2,S0,R1,L3,L1,L3,L2,R1,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,2,1,8,3,2,8,4,5,4,3,8,7,6,5,2,7,6,3,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,20,0,8,12,1,0,1,9,2,4,2,0,10,2,5,0.5263157895,0.1052631579,0.2631578947,0.1052631579,0,5,4,2,15,17,0.25,0.8823529412,0.3823529412,0.3823529412,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,2,11.624681,10.218972,11.408046,10.826565,10.148918,10.920232,11.07618,5.82681,10.713501,6.947926,11.629443,10.2278,10.248743,9.851468,9.787548,11.373753,9.145094,11.647564,11.627196,10.39898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,2,Reward,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,2,,R1,L3,R1,R2,O4,L1,R1,R1,R3,R1,R1,R1,R3,R3,R1,R3,R2,R1,O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,3,8,7,6,3,8,4,5,4,1,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,12,0,8,4,1,2,0,3,0,4,1,0,4,2,4,0.3636363636,0.1818181818,0.3636363636,0.0909090909,0,5,5,3,7,10,0.5555555556,0.7,0.2,0.2,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,3,11.020711,10.034358,9.556732,10.598827,7.603328,10.136926,9.856848,10.753345,11.384031,9.33861,6.061894,10.198351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,3,Reward,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Reward,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,3,,R1,R1,R3,R3,O4,L1,R1,R3,L2,R3,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,4,6,6,7,8,1,8,5,3,2,7,6,5,8,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,16,1,8,7,3,0,3,4,2,2,0,1,7,2,5,0.4666666667,0.1333333333,0.3333333333,0,0.0666666667,2,4,6,8,14,0.3076923077,0.5714285714,0.0714285714,0.0714285714,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,4,4.361734,5.610293,9.762023,10.368211,11.699928,9.563767,9.974405,10.00011,10.349375,9.361292,10.892691,8.914809,8.866135,7.432487,8.777864,10.11999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,4,Reward,Same,Reward,Reward,Reward,Previsited,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,4,,S0,L1,L1,L1,R1,R3,R2,R1,R3,R1,R1,L3,L3,R2,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,5,7,6,5,3,1,8,2,8,7,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,12,0,8,4,1,1,0,5,3,0,1,0,6,4,0,0.5454545455,0.3636363636,0,0.0909090909,0,8,4,2,8,10,0.4444444444,0.8,0.3,0.3,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,5,11.181901,10.382847,10.607743,11.285181,9.971337,9.972295,9.899944,9.551285,10.157059,8.489369,10.461697,5.789222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,5,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Reward,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,5,,R1,R1,R2,R2,R1,L2,R2,R1,O4,L1,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,6,7,8,1,2,3,4,7,8,1,6,5,4,3,2,1,8,6,4,3,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,22,0,8,14,8,0,1,8,2,1,1,0,16,2,2,0.7619047619,0.0952380952,0.0952380952,0.0476190476,0,7,2,9,11,20,0.1052631579,0.55,0.05,0.05,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,6,11.275296,10.820712,11.180175,11.138095,11.057598,10.873006,5.252223,7.944734,7.09517,10.190989,10.305492,10.426367,9.284958,10.511884,8.211801,9.960423,11.249283,9.713922,9.630893,10.403028,9.914641,10.633273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,6,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,6,,L1,L1,L1,L1,L1,L3,L1,L1,R3,R1,R1,R1,R1,R1,R1,R2,R2,R1,R1,O4,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,7,7,6,7,2,3,4,3,1,2,1,4,5,6,3,4,5,6,7,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,21,0,8,13,10,0,3,5,1,1,0,0,15,1,4,0.75,0.05,0.2,0,0,3,9,13,7,20,0.4736842105,0.35,-0.15,0.15,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,7,9.943147,10.947295,10.281727,9.828647,10.329184,10.293039,9.78715,11.016536,8.271308,9.97419,10.267289,10.304244,9.122836,9.927157,11.333424,10.140752,7.326965,10.17309,4.45026,10.41548,10.006073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,7,Reward,Reward,Previsited,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,7,,R1,L1,L3,L1,L1,R1,R2,L1,R1,L3,L1,L1,R3,L1,L1,L1,L1,R1,R1,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,8,6,5,7,4,3,8,7,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,10,0,8,2,3,1,0,3,0,2,0,0,6,1,2,0.6666666667,0.1111111111,0.2222222222,0,0,7,3,4,5,9,0.375,0.5555555556,0.0555555556,0.0555555556,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,8,10.833638,9.884338,10.987764,10.030219,10.820946,9.589901,7.421805,10.800337,10.554946,10.554983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,8,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep4,8,,R1,L2,R3,R1,R3,R1,L1,L1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,1,7,4,5,4,5,3,4,6,3,8,8,5,7,5,3,3,7,7,6,4,4,3,6,6,3,3,1,5,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,33,9,8,16,3,2,1,4,6,5,2,9,7,8,6,0.21875,0.25,0.1875,0.0625,0.28125,4,10,6,15,21,0.5,0.7142857143,0.2142857143,0.2142857143,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,1,11.42111,9.807742,11.032379,9.264845,10.360839,11.576036,10.638038,11.137728,10.373681,11.314782,4.610152,9.04007,5.461133,9.500804,8.499282,6.843534,4.35404,5.372175,9.070938,7.715204,9.482897,10.061711,9.295554,7.620357,11.495723,11.435216,11.602745,6.939026,4.348172,4.386911,10.711154,11.381582,12.461934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,1,Reward,Reward,Reward,Previsited,Previsited,Reward,Previsited,Reward,Previsited,Reward,Same,Previsited,Previsited,Previsited,Previsited,Same,Previsited,Same,Previsited,Previsited,Same,Previsited,Previsited,Same,Previsited,Same,Reward,Previsited,Same,Same,Same,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,1,,R3,L1,R1,L1,R2,L1,L2,R3,R3,S0,R3,L2,R2,R2,S0,O4,S0,R1,R2,S0,R1,L3,S0,R3,S0,R2,O4,S0,S0,S0,R2,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,2,4,1,3,8,7,1,8,5,4,3,1,4,8,8,7,4,1,7,6,5,4,7,8,4,7,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,28,1,8,19,2,2,3,9,2,5,3,1,11,4,8,0.4074074074,0.1481481481,0.2962962963,0.1111111111,0.037037037,6,9,7,16,23,0.4090909091,0.6956521739,0.1956521739,0.1956521739,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,2,9.024942,9.7893,11.359004,10.992659,11.392777,7.44852,11.472061,9.740834,10.114268,11.276748,11.642308,10.5313,5.124029,9.785775,11.159827,9.997771,5.676919,9.435315,10.595571,11.337345,6.957346,11.616865,10.491467,11.153415,5.012378,11.22597,11.716827,9.815152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,2,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Same,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,2,,R3,L2,R3,R1,L2,R1,R3,R1,R1,R2,L3,O4,S0,R1,R3,R3,R2,R1,R1,R1,L3,L1,O4,L3,O4,R1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,3,4,2,1,7,5,3,3,4,8,7,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,13,2,8,3,1,0,0,3,4,1,1,2,4,4,1,0.3333333333,0.3333333333,0.0833333333,0.0833333333,0.1666666667,7,2,1,8,9,0.25,0.8888888889,0.3888888889,0.3888888889,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,3,9.945205,9.610692,11.343343,11.348841,10.612593,11.491059,11.448623,11.47517,9.603226,5.349741,4.399113,10.178626,11.226647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,3,Reward,Reward,Reward,Reward,Reward,Reward,Same,Previsited,Reward,Previsited,Same,Reward,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,3,,R2,R1,R2,R2,R2,S0,L1,O4,R1,S0,R1,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,4,7,6,2,2,5,4,4,4,3,5,2,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,14,3,8,3,0,2,1,4,0,2,1,3,4,2,3,0.3076923077,0.1538461538,0.2307692308,0.0769230769,0.2307692308,4,5,3,6,9,0.625,0.6666666667,0.1666666667,0.1666666667,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,4,10.305587,11.413495,10.286977,11.255554,11.295816,10.020828,4.443641,7.187076,11.164961,5.877837,5.674378,11.443804,8.652569,12.478675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,4,Reward,Reward,Reward,Same,Reward,Reward,Same,Same,Reward,Previsited,Previsited,Reward,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,4,,R1,O4,S0,L3,R1,S0,S0,R1,L2,R3,R1,R3,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,5,7,6,7,2,6,8,1,4,2,3,4,8,2,7,7,2,7,6,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,21,1,8,12,4,2,4,2,1,3,3,1,6,3,7,0.3,0.15,0.35,0.15,0.05,3,8,10,6,16,0.5333333333,0.375,-0.125,0.125,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,5,10.080292,10.409977,11.096875,6.275318,10.558122,9.737532,11.141367,10.744877,9.564602,11.253579,4.930708,10.026798,11.257372,11.16957,10.486263,11.278615,6.176129,10.901223,8.991641,11.88196,4.489508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,5,Reward,Reward,Previsited,Reward,Previsited,Reward,Reward,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Same,Previsited,Previsited,Previsited,Previsited,Reward,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,5,,R1,L1,L3,O4,L2,L1,L3,R2,L1,L1,O4,L2,R3,S0,L3,R3,R1,O4,L3,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,6,3,2,6,7,1,5,3,5,4,4,3,2,6,5,2,5,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,18,1,8,9,1,2,1,6,1,1,4,1,7,3,2,0.4117647059,0.1764705882,0.1176470588,0.2352941176,0.0588235294,7,6,4,8,12,0.5454545455,0.6666666667,0.1666666667,0.1666666667,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,6,10.769502,11.539809,10.24977,11.532797,10.301273,10.110644,11.455466,11.250929,11.057633,10.269833,4.967573,9.758348,7.46726,11.211218,11.683123,10.072341,10.781026,10.484572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,6,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Same,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,6,,R1,O4,L1,L2,O4,R2,L2,R1,S0,R1,R1,O4,R1,R3,L3,R1,O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,7,8,3,7,8,4,3,2,7,5,3,6,7,6,4,3,2,7,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,20,0,8,12,3,0,2,5,3,3,3,0,8,3,5,0.4210526316,0.1578947368,0.2631578947,0.1578947368,0,4,5,5,11,16,0.3333333333,0.6875,0.1875,0.1875,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,7,11.117653,10.376386,11.15726,10.790044,11.313869,9.224044,11.100984,8.58792,11.127432,10.796275,10.851795,5.411797,10.832109,10.968819,11.427969,11.221906,5.878633,7.998554,10.6611,12.428338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,7,Reward,Reward,Reward,Previsited,Reward,Previsited,Reward,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,7,,L3,O4,L1,O4,R1,R1,R3,R2,R2,L3,L1,R1,R2,R1,R1,R3,L1,O4,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,8,5,1,8,4,2,2,8,4,1,4,2,8,5,3,1,6,5,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,20,1,8,11,0,0,1,4,6,3,4,1,4,6,4,0.2105263158,0.3157894737,0.2105263158,0.2105263158,0.0526315789,6,2,1,13,14,0.1538461538,0.9285714286,0.4285714286,0.4285714286,,,Winter,,2021-11-04,32,2.3333333333
Balanced,Balanced_Colony01,2021-12-06,1Rep5,8,9.220324,10.211874,8.805756,11.412419,10.741974,10.538405,10.458511,11.062727,9.440045,10.210729,10.983931,7.212877,11.369656,10.568272,7.881674,9.761843,6.701844,9.28353,10.661466,10.834754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,Winter,,2021-11-04,32,2.3333333333
