Treatment,ColonyID,TestingDate,BeeID,Trial number,Visit01,Visit02,Visit03,Visit04,Visit05,Visit06,Visit07,Visit08,Visit09,Visit10,Visit11,Visit12,Visit13,Visit14,Visit15,Visit16,Visit17,Visit18,Visit19,Visit20,Visit21,Visit22,Visit23,Visit24,Visit25,Visit26,Visit27,Visit28,Visit29,Visit30,Visit31,Visit32,Visit33,Visit34,Visit35,Visit36,Visit37,Visit38,Visit39,Visit40,Visit41,Visit42,Visit43,Visit44,Visit45,Visit46,Visit47,Visit48,Visit49,Visit50,Visit51,Visit52,Visit53,Visit54,Visit55,Visit56,Visit57,Visit58,Visit59,Visit60,NumDistinctArms,RowRelativeNumber,TotalArms,NumSame,NumReward,NumRevisited,NumTurnsL1,NumTurnsL2,NumTurnsL3,NumTurnsR1,NumTurnsR2,NumTurnsR3,NumTurns4,NumReentries0,Total1s,Total 2s,Total 3s,Prop 1s,Prop 2s,Prop 3s,PropO4,PropOS,FirstMistake,NumSwitches,TotalL,TotalR,TotalLorR,Change direction prop,Proportion R,Prop R bias,Prop side bias,Num not reach feeder 9,Num reach feeder 9,Season,New or Used floor,EmergenceDate,AgeDays,AgeRelativeToColony
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,8,Reward,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,8,,R3,R3,L1,L1,L1,L1,L2,L1,O4,L1,O4,L1,L2,O4,L3,L2,O4,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,9,4,7,6,1,1,8,2,5,5,5,8,3,3,3,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,17,5,8,4,0,1,5,4,0,1,0,5,4,1,6,0.25,0.0625,0.375,0,0.3125,5,5,6,5,11,0.5,0.4545454545,-0.045454545,0.0454545455,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,9,10.87055,11.384459,9.962575,10.035348,11.469597,11.728383,10.051419,9.848123,4.360885,10.604563,8.505908,10.894194,10.14129,11.38802,11.858165,11.889176,10.033017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,9,Reward,Reward,Reward,Reward,Same,Reward,Reward,Reward,Same,Same,Previsited,Reward,Same,Same,Previsited,Previsited,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee2,9,,L3,R1,L3,S0,R1,L2,L3,S0,S0,L3,L3,S0,S0,R1,R1,R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,1,5,8,7,8,1,2,7,8,1,8,6,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,14,0,8,6,6,0,1,2,3,1,0,0,8,3,2,0.6153846154,0.2307692308,0.1538461538,0,0,4,7,7,6,13,0.5833333333,0.4615384615,-0.038461538,0.0384615385,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,1,10.221242,11.118354,10.663459,11.481012,11.259813,11.176095,10.131387,11.493433,10.419878,9.842778,10.861006,11.338995,6.840913,10.117351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,1,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Reward,Reward,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,1,,L3,R1,L1,L1,L1,R3,L1,L1,R1,R2,R2,L1,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,2,5,5,3,2,4,3,6,8,7,4,5,3,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,15,1,8,6,3,2,1,3,2,1,1,1,6,4,2,0.4285714286,0.2857142857,0.1428571429,0.0714285714,0.0714285714,2,7,6,6,12,0.6363636364,0.5,0,0,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,2,4.962037,4.742045,11.303475,11.206767,10.947313,8.809761,11.611528,10.11049,10.134215,10.405501,11.421417,9.439508,10.838441,9.419663,10.065062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,2,Reward,Same,Reward,Reward,Reward,Previsited,Reward,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,2,,S0,R2,R1,L2,R1,L3,L2,R1,R3,L1,R2,O4,L1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,3,5,2,1,8,7,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,8,0,8,0,0,0,0,5,1,1,0,0,5,1,1,0.7142857143,0.1428571429,0.1428571429,0,0,8,0,0,7,7,0,1,0.5,0.5,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,3,11.526626,11.297662,11.490126,10.002117,11.190631,9.833565,10.916215,10.122918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,3,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,3,,R3,R1,R1,R1,R1,R2,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,4,4,5,8,7,6,5,4,6,2,1,8,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,14,0,8,6,2,1,2,7,0,0,1,0,9,1,2,0.6923076923,0.0769230769,0.1538461538,0.0769230769,0,6,4,5,7,12,0.3636363636,0.5833333333,0.0833333333,0.0833333333,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,4,11.478431,11.544994,10.26558,10.401229,10.32048,9.682708,5.799953,9.4119,11.386342,11.273775,8.811089,8.107165,10.283167,9.921559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,4,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,4,,L1,L3,R1,R1,R1,R1,L2,O4,R1,R1,R1,L3,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,5,6,3,7,1,2,1,2,4,4,8,7,1,8,7,8,2,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,19,1,8,10,4,4,1,5,0,1,2,1,9,4,2,0.5,0.2222222222,0.1111111111,0.1111111111,0.0555555556,6,8,9,6,15,0.5714285714,0.4,-0.1,0.1,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,5,7.508807,11.002603,11.771002,10.605868,9.605499,9.536559,9.079315,9.886704,9.923543,11.179809,9.750015,9.929729,9.958916,9.662052,11.942244,10.284286,10.226142,11.770605,10.094302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,5,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Same,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,5,,R3,O4,L2,L1,R1,L1,L2,S0,O4,R1,L2,R1,R1,L1,L2,L1,L3,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,6,8,3,2,8,5,4,3,6,5,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,12,0,8,4,1,0,3,4,2,1,0,0,5,2,4,0.4545454545,0.1818181818,0.3636363636,0,0,4,5,4,7,11,0.5,0.6363636364,0.1363636364,0.1363636364,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,6,10.413796,9.73573,9.841015,9.339549,10.18257,10.072554,9.187519,10.460598,10.325541,9.13315,10.570761,10.597944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,6,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Reward,Previsited,Previsited,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,6,,L3,R1,R2,R3,R1,R1,L3,R1,L1,L3,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,7,2,1,8,7,2,8,4,3,8,2,1,5,7,8,7,1,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,19,0,8,11,2,3,1,7,1,2,2,0,9,4,3,0.5,0.2222222222,0.1666666667,0.1111111111,0,5,9,6,10,16,0.6,0.625,0.125,0.125,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,7,10.152548,11.597636,9.931888,11.3359,8.586626,11.532915,9.864617,11.497503,9.361917,6.515133,9.411133,11.044387,9.97419,9.487397,11.560719,9.530446,11.688977,11.254272,9.777505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,7,Reward,Reward,Reward,Reward,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,7,,R1,R1,R1,L3,R2,O4,R1,R3,L2,R1,O4,L2,L1,R1,L2,R1,R3,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,8,2,6,8,1,3,2,7,1,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,11,0,8,3,1,4,1,2,0,1,1,0,3,4,2,0.3,0.4,0.2,0.1,0,6,4,6,3,9,0.5,0.3333333333,-0.166666667,0.1666666667,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,8,10.652467,9.840757,9.866988,10.122147,10.848867,8.318495,9.940108,4.914552,9.94644,11.567765,9.99073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,8,Reward,Reward,Reward,Reward,Reward,Previsited,Reward,Previsited,Reward,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,8,,O4,L2,L1,L2,R1,R3,L2,L3,R1,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,New,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,9,8,5,8,2,8,3,4,5,3,2,7,8,6,5,6,7,8,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,20,0,8,12,6,1,3,4,3,2,0,0,10,4,5,0.5263157895,0.2105263158,0.2631578947,0,0,3,9,10,9,19,0.5,0.4736842105,-0.026315789,0.0263157895,,,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,9,11.869305,11.185735,11.530887,10.583017,10.081858,11.342776,11.136135,9.63676,9.309132,10.723885,11.781612,6.004611,11.453951,9.7893,11.393274,10.136715,9.926136,10.45961,10.267897,10.919375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,9,Reward,Reward,Previsited,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-14,ColonyOutdoorsBee3,9,,R3,L3,L2,R2,L3,L1,L1,R2,R1,R3,L1,R2,R1,L1,L1,L1,R1,R1,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,Used,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,1,5,6,7,6,5,8,1,5,7,8,1,1,1,2,4,5,4,5,7,1,8,1,8,4,5,4,1,2,1,5,1,6,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,8,One,36,2,8,26,11,5,1,9,0,3,4,2,20,5,4,0.5714285714,0.1428571429,0.1142857143,0.1142857143,0.0571428571,4,12,17,12,29,0.4285714286,0.4137931034,-0.086206897,0.0862068966,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,1,10.517965,11.790345,12.089026,11.84843,11.542022,11.778154,10.148822,10.986611,10.849226,10.802502,10.751768,4.561183,11.488361,11.393753,9.800524,9.534454,11.144446,9.609617,10.453944,11.142592,11.974258,11.611209,10.021956,11.329175,11.57649,9.685526,11.338032,11.483474,10.21592,11.294763,10.802646,11.013705,8.119178,8.648716,9.809351,9.666106,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,1,Reward,Reward,Reward,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Same,Same,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,1,,L1,L1,R1,R1,L3,L1,O4,L2,L1,L1,S0,S0,L1,L2,L1,R1,L1,L2,L2,R1,L1,R1,O4,L1,R1,R3,L1,R1,O4,O4,R3,R1,R1,R3,L2,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,2,7,5,4,3,2,3,7,2,1,8,7,8,1,4,5,8,4,7,8,1,2,1,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,25,0,8,17,7,0,4,7,1,1,4,0,14,1,5,0.5833333333,0.0416666667,0.2083333333,0.1666666667,0,6,4,11,9,20,0.2105263158,0.45,-0.05,0.05,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,2,10.26011,9.903094,11.546902,10.944036,10.940313,9.745175,11.61767,9.30641,9.831661,11.530329,4.48025,11.649606,11.321602,9.912518,11.596846,10.307308,10.132252,10.082554,11.531141,10.041174,9.862621,11.267064,9.915899,11.698429,10.80905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,2,Reward,Reward,Reward,Reward,Reward,Previsited,Previsited,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,2,,R2,R1,R1,R1,L1,O4,L3,R1,R1,R1,L1,L1,L3,L1,L3,O4,L3,L1,L1,L1,R1,O4,R3,O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,3,7,1,8,7,3,2,3,5,4,2,3,4,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,15,0,8,7,3,2,0,6,1,0,2,0,9,3,0,0.6428571429,0.2142857143,0,0.1428571429,0,4,5,5,7,12,0.4545454545,0.5833333333,0.0833333333,0.0833333333,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,3,11.253891,11.266597,11.286545,9.007214,11.295816,11.09712,9.641876,12.061131,9.875657,9.544037,9.089507,11.286424,8.378919,9.737472,11.749123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,3,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,3,,L2,R1,R1,O4,R1,L1,L2,R1,R2,L1,L1,R1,O4,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,4,3,2,2,2,3,4,3,8,4,5,5,4,5,6,3,7,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,19,3,8,8,6,0,0,3,0,3,3,3,9,0,3,0.5,0,0.1666666667,0.1666666667,0.1666666667,3,7,6,6,12,0.6363636364,0.5,0,0,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,4,9.640016,10.180962,11.085257,4.363744,10.011234,10.982991,9.548264,11.631621,10.180981,9.820235,9.871313,11.201495,11.464956,11.460127,11.044316,11.920924,10.979512,11.630415,11.005702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,4,Reward,Reward,Same,Same,Previsited,Reward,Previsited,Reward,Previsited,Reward,Same,Previsited,Previsited,Reward,Previsited,Reward,Previsited,Previsited,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,4,,R1,S0,S0,L1,L1,R1,R3,O4,L1,S0,R1,L1,L1,R3,O4,R3,O4,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,5,2,1,3,4,5,6,7,6,6,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,12,1,8,3,7,1,0,2,0,0,0,1,9,1,0,0.8181818182,0.0909090909,0,0,0.0909090909,8,3,8,2,10,0.3333333333,0.2,-0.3,0.3,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,5,11.311594,4.375744,11.283747,9.68462,11.217754,11.315075,11.868763,4.359275,9.865941,11.825853,11.86786,10.671115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,5,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Previsited,Same,Previsited,Reward,Previsited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,5,,R1,L2,L1,L1,L1,L1,R1,S0,L1,L1,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,6,3,2,7,6,7,8,1,2,1,6,1,2,1,2,1,2,6,7,8,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,One,22,0,8,14,11,0,2,5,0,2,1,0,16,0,4,0.7619047619,0,0.1904761905,0.0476190476,0,5,7,13,7,20,0.3684210526,0.35,-0.15,0.15,,,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,6,10.956016,11.400936,11.382593,12.045024,11.783697,11.751313,11.458987,9.455725,11.156351,10.14006,11.351795,10.913054,11.561832,10.976973,10.513813,11.314782,11.715229,11.815481,11.894208,11.115128,11.09264,10.553986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,Summer,,,,
OdorControl,OdorControl_Outdoors,2022-08-15,ColonyOutdoorsBee4,6,Reward,Reward,Reward,Reward,Previsited,Reward,Reward,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Previsited,Reward,Reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer,,,,
