Treatment,ColonyID,TestingDate,BeeID,Trial number,Finish time (s),Total distance (cm),New or Used,Notes
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,1,166.22,441.630048,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,2,97.5,186.761908,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,3,161.82,437.989511,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,4,162.64,517.852384,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,5,72.18,165.259492,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,6,142.68,425.675416,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,7,74.88,193.645176,,
Unbalanced,Unbalanced_Colony09,10_05_2022,Colony4_816Rep1,8,90.36,194.311118,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,1,146.8,351.791509,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,2,101.4,212.18022,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,3,90.78,244.172696,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,4,117.28,406.808151,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,5,99.7,317.214829,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,6,66.04,120.046312,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,7,115.04,352.960927,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep2,8,89.98,234.565866,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,1,249.88,552.314132,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,2,138.04,348.190514,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,3,149.7,410.092354,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,4,94.36,278.617412,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,5,110.88,332.084534,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,6,120.06,344.800723,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,7,72.7,183.787524,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep3,8,179.84,618.068304,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,1,167.1,568.746783,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,2,112.68,338.535091,,Only 7 arms
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,3,108.14,402.732813,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,4,83.2,228.418367,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,5,102.94,359.559893,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,6,73.94,195.469918,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,7,113.64,375.515641,,
Unbalanced,Unbalanced_Colony09,11_05_2022,Colony4_816Rep4,8,110.96,440.833249,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,1,115.24,226.097823,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,2,91.7,200.460718,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,3,137.04,277.209579,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,4,113.88,395.643459,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,5,146,,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,6,84.6,215.42424,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,7,138.08,331.727258,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep5,8,116.64,310.014983,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,1,100.96,203.909338,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,2,141.22,407.665471,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,3,145.2,459.747319,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,4,119.26,321.374194,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,5,77.16,200.141167,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,6,95.54,291.19343,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,7,111.66,287.294425,,
Unbalanced,Unbalanced_Colony09,12_05_2022,Colony4_816Rep6,8,174.08,663.323103,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,1,144.22,460.514909,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,2,71.2,187.913206,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,3,116.46,315.012947,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,4,59.84,170.179057,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,5,114.28,394.835427,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,6,135.74,484.49457,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,7,82.52,211.078215,,
Unbalanced,Unbalanced_Colony10,15_06_2022,Colony5_62Rep1,8,82.26,117.276395,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,1,156.14,293.194794,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,2,83.94,141.350348,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,3,86,102.972624,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,4,80,115.228202,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,5,72.44,141.90689,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,6,85.24,161.201319,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,7,84.64,155.923642,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep2,8,84.72,87.375572,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,1,238.3,744.580989,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,2,73.62,87.375093,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,3,159.44,478.10221,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,4,86.22,167.843815,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,5,115.36,215.084095,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,6,126.92,274.35625,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,7,137.86,319.021339,,
Unbalanced,Unbalanced_Colony10,17_06_2022,Colony5_62Rep3,8,198.54,558.063875,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,1,226.38,642.536234,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,2,104.32,211.160044,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,3,100.88,283.410448,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,4,134.84,309.733193,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,5,99.9,158.785431,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,6,90.24,153.23107,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,7,99.98,196.06131,,
Unbalanced,Unbalanced_Colony10,20_06_2022,Colony5_62Rep4,8,265.6,643.863734,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,1,141.1,273.803014,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,2,200.5,600.103534,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,3,142,379.445963,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,4,106.74,298.260074,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,5,143,411.243863,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,6,89.66,146.540455,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,7,112.74,290.842377,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep5,8,105.36,223.511875,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,1,196.84,667.799279,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,2,137.18,258.921644,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,3,122.68,287.4346,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,4,118.38,283.01799,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,5,155.96,285.190299,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,6,108.42,160.518189,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,7,120.28,280.574621,,
Unbalanced,Unbalanced_Colony10,21_06_2022,Colony5_62Rep6,8,95.92,227.570241,,
